"X_id","blueWins"
"KR_5514993731",1
"KR_5462116384",1
"KR_5513587902",0
"KR_5515681894",0
"KR_5515292056",1
"KR_5516159967",1
"KR_5515687227",1
"KR_5517402795",0
"KR_5508157925",1
"KR_5515733277",1
"KR_5516349646",1
"KR_5508328037",1
"KR_5517346738",1
"KR_5516771126",1
"KR_5515618390",1
"KR_5500790946",1
"KR_5509921606",1
"KR_5517353956",0
"KR_5512394534",1
"KR_5517248328",0
"KR_5516987235",0
"KR_5516311418",1
"KR_5514846932",0
"KR_5513324710",1
"KR_5516574878",0
"KR_5517624281",0
"KR_5516266730",0
"KR_5509935597",1
"KR_5513957790",0
"KR_5517414665",0
"KR_5514825529",1
"KR_5513761968",1
"KR_5512629167",1
"KR_5515478018",0
"KR_5504896513",0
"KR_5515955273",1
"KR_5513094056",1
"KR_5514466031",0
"KR_5511922903",1
"KR_5517705971",1
"KR_5515188909",0
"KR_5511256593",1
"KR_5517390518",0
"KR_5515868797",0
"KR_5517104162",0
"KR_5516206432",1
"KR_5509132025",0
"KR_5517309696",0
"KR_5457299055",1
"KR_5517078302",1
"KR_5516385070",1
"KR_5515748722",0
"KR_5517344996",0
"KR_5501072056",1
"KR_5516472983",0
"KR_5512544771",0
"KR_5516105620",0
"KR_5490550719",0
"KR_5517300585",0
"KR_5511264160",0
"KR_5513774527",1
"KR_5517206011",0
"KR_5517747286",0
"KR_5517157607",1
"KR_5509512304",1
"KR_5517312660",1
"KR_5517499143",1
"KR_5513441294",1
"KR_5510857115",1
"KR_5517424750",1
"KR_5516232283",1
"KR_5502645038",1
"KR_5517758200",0
"KR_5516406791",0
"KR_5514510328",0
"KR_5513841326",1
"KR_5515805990",1
"KR_5513859611",0
"KR_5516179347",1
"KR_5517120400",1
"KR_5516305334",1
"KR_5517567502",0
"KR_5517707408",0
"KR_5516440266",0
"KR_5511872022",0
"KR_5508773143",1
"KR_5511932894",1
"KR_5502323175",0
"KR_5514858692",1
"KR_5507612173",1
"KR_5517268911",1
"KR_5511197231",1
"KR_5511947208",0
"KR_5513437196",1
"KR_5516314941",0
"KR_5516822474",0
"KR_5517305042",0
"KR_5512099404",1
"KR_5509157794",0
"KR_5511053483",1
"KR_5509758584",0
"KR_5512843189",1
"KR_5507001712",0
"KR_5515045994",0
"KR_5503576030",1
"KR_5515076306",1
"KR_5515806690",1
"KR_5504672742",1
"KR_5517236239",1
"KR_5517545008",1
"KR_5517665570",1
"KR_5517099707",1
"KR_5511437033",0
"KR_5517324644",0
"KR_5516012277",0
"KR_5511103233",1
"KR_5514942580",1
"KR_5517590805",0
"KR_5515969332",1
"KR_5499876611",0
"KR_5516282190",0
"KR_5516277333",0
"KR_5517255567",1
"KR_5511705325",0
"KR_5489129972",0
"KR_5506083205",0
"KR_5517507364",0
"KR_5506426473",1
"KR_5505969384",1
"KR_5508303629",1
"KR_5463416307",1
"KR_5507681613",1
"KR_5517056010",1
"KR_5471250802",1
"KR_5512312516",1
"KR_5509995030",1
"KR_5513779780",1
"KR_5512326113",1
"KR_5506364485",0
"KR_5517284904",0
"KR_5471193219",1
"KR_5483101963",1
"KR_5443740465",0
"KR_5512057681",0
"KR_5492382759",1
"KR_5495586165",1
"KR_5496566272",1
"KR_5517216145",1
"KR_5517171077",0
"KR_5515090774",1
"KR_5513252672",1
"KR_5511021081",0
"KR_5517786930",1
"KR_5494709500",0
"KR_5517238238",1
"KR_5513231603",0
"KR_5512643327",0
"KR_5417601400",0
"KR_5513095860",0
"KR_5515360840",0
"KR_5512178872",0
"KR_5503136700",1
"KR_5515862636",0
"KR_5513468893",0
"KR_5511876643",0
"KR_5517319669",0
"KR_5487385916",0
"KR_5410509205",1
"KR_5478948467",0
"KR_5517570597",1
"KR_5487348870",1
"KR_5483075504",0
"KR_5517722522",0
"KR_5452896444",1
"KR_5498841904",0
"KR_5478266142",0
"KR_5512295316",1
"KR_5502046398",1
"KR_5506540421",0
"KR_5375787327",1
"KR_5516332136",0
"KR_5492020736",1
"KR_5476295231",1
"KR_5503007975",1
"KR_5500780338",1
"KR_5464601640",0
"KR_5517767336",0
"KR_5513984452",1
"KR_5513386817",1
"KR_5460638431",1
"KR_5493096850",0
"KR_5499603296",0
"KR_5507620683",1
"KR_5504273801",1
"KR_5480671756",1
"KR_5479345405",0
"KR_5482843051",1
"KR_5500374212",1
"KR_5492835815",0
"KR_5513871593",0
"KR_5509215322",0
"KR_5507516306",0
"KR_5512369072",0
"KR_5512494643",1
"KR_5511542365",1
"KR_5502994546",1
"KR_5512103262",0
"KR_5499569408",0
"KR_5515614142",0
"KR_5491996325",0
"KR_5512578944",0
"KR_5466242625",1
"KR_5511886677",0
"KR_5497438821",1
"KR_5516490731",1
"KR_5514434980",1
"KR_5517600473",1
"KR_5515140363",1
"KR_5507292237",0
"KR_5512107988",1
"KR_5512107439",1
"KR_5515036604",0
"KR_5489109062",0
"KR_5514364592",1
"KR_5512400265",0
"KR_5501153175",0
"KR_5516115843",0
"KR_5517318916",1
"KR_5516216799",1
"KR_5516612413",1
"KR_5516792026",0
"KR_5517582442",0
"KR_5487854823",1
"KR_5515230392",0
"KR_5514881233",1
"KR_5515272636",1
"KR_5517685433",0
"KR_5513956592",0
"KR_5514975828",1
"KR_5488898818",0
"KR_5516149395",1
"KR_5515943492",0
"KR_5513757474",0
"KR_5491647474",0
"KR_5516951124",1
"KR_5516264900",1
"KR_5513687323",0
"KR_5515830204",1
"KR_5511173688",0
"KR_5501925032",1
"KR_5517300884",0
"KR_5426226558",0
"KR_5498502431",0
"KR_5515921738",0
"KR_5483640918",1
"KR_5517272480",1
"KR_5510710390",1
"KR_5517431403",1
"KR_5468280443",1
"KR_5515834008",1
"KR_5517031141",0
"KR_5517226573",1
"KR_5512261257",1
"KR_5515643331",1
"KR_5511334830",1
"KR_5515369114",0
"KR_5506859798",0
"KR_5284604793",0
"KR_5500450574",0
"KR_5517629870",0
"KR_5508359922",1
"KR_5513707975",0
"KR_5517822006",0
"KR_5515107653",0
"KR_5516506382",1
"KR_5515124304",1
"KR_5505571688",0
"KR_5517506954",1
"KR_5516101676",0
"KR_5505702618",0
"KR_5517587268",0
"KR_5513200829",1
"KR_5485836914",0
"KR_5511153447",1
"KR_5505102506",0
"KR_5505873699",0
"KR_5516536172",0
"KR_5514772052",1
"KR_5513694591",1
"KR_5515355981",0
"KR_5513718729",0
"KR_5512596709",0
"KR_5516531852",0
"KR_5512388507",0
"KR_5514520170",0
"KR_5517654429",1
"KR_5517431445",0
"KR_5517114398",1
"KR_5458235862",0
"KR_5511697790",1
"KR_5513931671",0
"KR_5516197204",1
"KR_5516233181",1
"KR_5507629558",1
"KR_5517265840",0
"KR_5513040354",0
"KR_5515250051",0
"KR_5510832319",0
"KR_5514751217",1
"KR_5508866756",0
"KR_5513741762",1
"KR_5517552708",0
"KR_5514845355",1
"KR_5516017134",1
"KR_5514848864",0
"KR_5517326601",1
"KR_5515192485",0
"KR_5516278357",0
"KR_5513723075",1
"KR_5517108054",0
"KR_5504573800",0
"KR_5511422276",0
"KR_5515139635",0
"KR_5447602611",0
"KR_5513226777",1
"KR_5514453163",0
"KR_4905244162",0
"KR_5513814538",0
"KR_5503020974",0
"KR_5515614754",1
"KR_5515738627",0
"KR_5505960339",1
"KR_5503281920",1
"KR_5508796410",1
"KR_5516598881",0
"KR_5516134213",0
"KR_5516014586",1
"KR_5516957219",0
"KR_5517662708",1
"KR_5517539965",0
"KR_5513576248",0
"KR_5511499198",1
"KR_5441356338",1
"KR_5511548463",1
"KR_5515438056",0
"KR_5511653535",0
"KR_5512846235",0
"KR_5512532392",0
"KR_5510652970",1
"KR_5507396455",0
"KR_5511535334",1
"KR_5515166996",1
"KR_5504897974",0
"KR_5478642542",1
"KR_5513044481",0
"KR_5513751135",0
"KR_5511312023",1
"KR_5517640643",0
"KR_5517365443",0
"KR_5517378521",1
"KR_5514637773",1
"KR_5517743436",1
"KR_5516017563",1
"KR_5516574397",1
"KR_5517583377",0
"KR_5510180826",1
"KR_5517840048",1
"KR_5506904452",0
"KR_5517030947",1
"KR_5516626433",0
"KR_5457143820",1
"KR_5515133769",0
"KR_5501144084",0
"KR_5517635558",0
"KR_5514547756",1
"KR_5513616375",0
"KR_5511407211",0
"KR_5511050199",1
"KR_5513075346",1
"KR_5516808074",0
"KR_5509177741",0
"KR_5513460671",1
"KR_5508838193",0
"KR_5516000732",0
"KR_5516416717",1
"KR_5516356017",1
"KR_5513792507",1
"KR_5507578043",1
"KR_5504920037",0
"KR_5474460735",0
"KR_5513169145",1
"KR_5507484961",1
"KR_5505737629",0
"KR_5509897245",1
"KR_5517559781",1
"KR_5497479020",0
"KR_5458874178",1
"KR_5512070959",1
"KR_5478075978",1
"KR_5512798241",1
"KR_5515939991",1
"KR_5507427715",0
"KR_5456000923",0
"KR_5515837140",0
"KR_5517756552",0
"KR_5514781233",1
"KR_5515965476",0
"KR_5503091618",1
"KR_5492669358",0
"KR_5516051891",0
"KR_5517139892",1
"KR_5515148712",0
"KR_5517653912",1
"KR_5102169560",1
"KR_5509617683",0
"KR_5515953490",1
"KR_5446434256",1
"KR_5465975389",0
"KR_5517141717",1
"KR_5512056229",1
"KR_5511236048",0
"KR_5517651015",1
"KR_5515054672",0
"KR_5512797485",0
"KR_5517253372",0
"KR_5513235545",0
"KR_5512031027",0
"KR_5517275146",1
"KR_5477335733",1
"KR_5512127240",1
"KR_5512078582",1
"KR_5515138602",1
"KR_5516176560",1
"KR_5512266441",0
"KR_5511423702",1
"KR_5517038588",0
"KR_5515465692",1
"KR_5517585003",1
"KR_5517769690",0
"KR_5515305063",0
"KR_5517295821",0
"KR_5506851674",0
"KR_5516397715",0
"KR_5506332983",1
"KR_5511485364",1
"KR_5517566820",1
"KR_5503463147",0
"KR_5517397081",0
"KR_5517380694",1
"KR_5516972150",0
"KR_5406885238",0
"KR_5511341079",0
"KR_5517630435",0
"KR_5505657606",1
"KR_5515921521",0
"KR_5513006176",0
"KR_5515843726",1
"KR_5513852632",1
"KR_5516463734",0
"KR_5517031946",0
"KR_5506209083",1
"KR_5510929384",0
"KR_5516417947",1
"KR_5513556570",1
"KR_5510153196",1
"KR_5510207481",1
"KR_5507094763",1
"KR_5512077916",0
"KR_5517219588",0
"KR_5498364430",1
"KR_5510644948",0
"KR_5515086922",0
"KR_5511362151",0
"KR_5517766464",1
"KR_5511241154",0
"KR_5510647206",1
"KR_5503656785",0
"KR_5516841820",1
"KR_5512611929",0
"KR_5492265220",1
"KR_5517695663",0
"KR_5509656921",0
"KR_5497882000",1
"KR_5490349870",1
"KR_5517319369",1
"KR_5517481519",1
"KR_5517370267",1
"KR_5517246881",1
"KR_5500552417",0
"KR_5517207976",1
"KR_5517390216",0
"KR_5496629066",0
"KR_5517363148",1
"KR_5481060045",0
"KR_5483692719",0
"KR_5485130762",1
"KR_5517179121",0
"KR_5509122129",0
"KR_5497941371",0
"KR_5497056291",0
"KR_5515239639",1
"KR_5495756343",0
"KR_5508897831",1
"KR_5507239591",0
"KR_5516436222",0
"KR_5509374480",0
"KR_5515713896",0
"KR_5484843467",1
"KR_5513914144",1
"KR_5515974934",1
"KR_5516586831",0
"KR_5516252595",0
"KR_5511533217",1
"KR_5454035609",0
"KR_5515883133",1
"KR_5500461669",0
"KR_5517638245",1
"KR_5516055593",1
"KR_5517570647",0
"KR_5516449443",1
"KR_5507683830",1
"KR_5513250792",1
"KR_5517562810",1
"KR_5517256693",1
"KR_5447493312",0
"KR_5508594749",1
"KR_5407848866",1
"KR_5514453954",1
"KR_5516441186",0
"KR_5511634260",1
"KR_5517728703",0
"KR_5457781104",0
"KR_5509846939",0
"KR_5510722074",0
"KR_5510004902",1
"KR_5502003381",1
"KR_5515136517",0
"KR_5511612714",1
"KR_5514735148",1
"KR_5510125835",1
"KR_5516476345",0
"KR_5515684475",0
"KR_5515125340",0
"KR_5515091773",0
"KR_5516634503",1
"KR_5515197124",0
"KR_5515185452",0
"KR_5517615613",1
"KR_5494314170",0
"KR_5510790455",0
"KR_5513264273",1
"KR_5513235795",0
"KR_5513055037",0
"KR_5516375037",0
"KR_5515849425",1
"KR_5517311870",1
"KR_5516210739",0
"KR_5517301508",0
"KR_5516792487",1
"KR_5511359907",1
"KR_5514548025",0
"KR_5516093487",1
"KR_5517290351",1
"KR_5517006186",0
"KR_5506789422",0
"KR_5517428106",1
"KR_5509528294",1
"KR_5500309402",1
"KR_5485669990",1
"KR_5512118249",0
"KR_5514788117",1
"KR_5517588862",1
"KR_5516442441",1
"KR_5505830958",0
"KR_5516990972",0
"KR_5511632073",1
"KR_5517208510",0
"KR_5507836578",0
"KR_5517339726",1
"KR_5514897548",0
"KR_5517681085",0
"KR_5517364113",1
"KR_5514513570",0
"KR_5517042328",1
"KR_5490791706",1
"KR_5510941366",0
"KR_5516797407",0
"KR_5517296849",0
"KR_5517216622",1
"KR_5515311137",0
"KR_5380401944",1
"KR_5455183564",0
"KR_5517558594",0
"KR_5517274014",1
"KR_5507395057",0
"KR_5508927717",1
"KR_5487548407",1
"KR_5513194191",1
"KR_5515167465",1
"KR_5514510102",0
"KR_5499555424",0
"KR_5491078843",0
"KR_5498015124",0
"KR_5503828768",0
"KR_5503476181",0
"KR_5498518272",0
"KR_5489055593",0
"KR_5516163452",0
"KR_5516352402",0
"KR_5516161019",0
"KR_5490433030",0
"KR_5517407913",1
"KR_5517676813",1
"KR_5515838831",1
"KR_5455562272",1
"KR_5517427846",1
"KR_5508634743",1
"KR_5516077125",0
"KR_5513367463",1
"KR_5510043681",0
"KR_5493880432",1
"KR_5495792643",0
"KR_5513078720",1
"KR_5511291676",0
"KR_5512551516",0
"KR_5517442143",0
"KR_5517506806",0
"KR_5514450607",0
"KR_5508518239",0
"KR_5504107369",1
"KR_5513818874",1
"KR_5517247959",1
"KR_5513674844",1
"KR_5511215015",0
"KR_5517576023",1
"KR_5516233541",0
"KR_5517399804",0
"KR_5510247680",0
"KR_5515869715",0
"KR_5506150703",0
"KR_5517690668",1
"KR_5482090943",0
"KR_5514944735",1
"KR_5515158744",0
"KR_5517551732",0
"KR_5517408891",0
"KR_5517724995",0
"KR_5517870414",1
"KR_5513008350",0
"KR_5515940302",1
"KR_5172990660",1
"KR_5514342399",0
"KR_5509176298",1
"KR_5513924720",1
"KR_5513618206",1
"KR_5516810149",0
"KR_5491074607",1
"KR_5509850124",1
"KR_5517212601",1
"KR_5514757097",1
"KR_5496712476",1
"KR_5517680289",1
"KR_5515061869",0
"KR_5491899261",0
"KR_5507439500",0
"KR_5517296779",1
"KR_5498079903",0
"KR_5508431020",0
"KR_5502037608",0
"KR_5510683143",0
"KR_5499379542",1
"KR_5515067016",1
"KR_5484896101",0
"KR_5512565598",1
"KR_5516372817",0
"KR_5516296879",1
"KR_5511893272",1
"KR_5516264008",1
"KR_5512184029",0
"KR_5513369014",0
"KR_5515654543",1
"KR_5512201630",1
"KR_5517482540",1
"KR_5509202415",1
"KR_5516114297",0
"KR_5511498055",0
"KR_5507358773",1
"KR_5488153319",0
"KR_5478489047",0
"KR_5513554580",1
"KR_5482032571",0
"KR_5505791389",0
"KR_5501234479",1
"KR_5516404193",0
"KR_5512269739",0
"KR_5498391146",0
"KR_5510941360",1
"KR_5503661382",1
"KR_5516292589",1
"KR_5509699251",1
"KR_5505706716",1
"KR_5507252314",0
"KR_5516632857",1
"KR_5514996680",0
"KR_5459179750",0
"KR_5512681566",1
"KR_5498207515",1
"KR_5331141143",0
"KR_5517172225",0
"KR_5517315239",0
"KR_5511702020",0
"KR_5517883819",1
"KR_5510713685",1
"KR_5509962382",1
"KR_5515984668",1
"KR_5517552194",0
"KR_5403501032",0
"KR_5512881047",1
"KR_5515854901",1
"KR_5502335641",0
"KR_5517358231",0
"KR_5514602483",1
"KR_5504825910",1
"KR_5516830644",1
"KR_5503399842",0
"KR_5517370840",1
"KR_5503878586",1
"KR_5504368574",1
"KR_5516011090",1
"KR_5515129002",0
"KR_5487876570",1
"KR_5513501199",1
"KR_5510079622",1
"KR_5517489599",1
"KR_5513529222",1
"KR_5517329714",1
"KR_5513842659",1
"KR_5517121920",1
"KR_5511272751",1
"KR_5511905267",1
"KR_5516820964",0
"KR_5513731346",0
"KR_5513801525",1
"KR_5514936405",0
"KR_5517435507",1
"KR_5516593545",0
"KR_5517905148",1
"KR_5513484871",1
"KR_5461316102",1
"KR_5514382201",1
"KR_5504573907",0
"KR_5514666473",0
"KR_5515148077",1
"KR_5510653995",1
"KR_5516254238",1
"KR_5517445704",1
"KR_5517253534",0
"KR_5515439231",1
"KR_5515074358",0
"KR_5506918615",1
"KR_5517268981",0
"KR_5511218521",1
"KR_5513923086",0
"KR_5517712174",1
"KR_5514849236",1
"KR_5517303804",0
"KR_5517159799",1
"KR_5517435565",0
"KR_5496920656",1
"KR_5496870232",0
"KR_5508391200",0
"KR_5517523050",0
"KR_5517078176",1
"KR_5517435579",1
"KR_5509962996",1
"KR_5512673582",1
"KR_5516990633",0
"KR_5517108528",1
"KR_5515159791",0
"KR_5517000937",1
"KR_5515164816",1
"KR_5492091258",0
"KR_5516233768",0
"KR_5517420369",0
"KR_5517147045",1
"KR_5509359121",1
"KR_5502275715",0
"KR_5508978497",1
"KR_5106180896",1
"KR_5506884762",0
"KR_5506173568",1
"KR_5509123677",1
"KR_5517138393",1
"KR_5516034636",1
"KR_5511887659",0
"KR_5507670079",0
"KR_5514431622",0
"KR_5517287672",0
"KR_5513997914",0
"KR_5517290555",1
"KR_5514460269",1
"KR_5516217176",0
"KR_5501986900",1
"KR_5511515304",1
"KR_5507471714",0
"KR_5514669045",0
"KR_5513692979",0
"KR_5514853309",1
"KR_5517489800",0
"KR_5517125476",0
"KR_5515478279",0
"KR_5517568891",0
"KR_5517359280",0
"KR_5512466871",0
"KR_5515461951",1
"KR_5509859848",1
"KR_5516368709",1
"KR_5511305864",1
"KR_5516058737",1
"KR_5511329481",1
"KR_5510770730",1
"KR_5517609893",0
"KR_5514928932",1
"KR_5515165841",0
"KR_5515088321",0
"KR_5509703488",1
"KR_5512803508",0
"KR_5509475238",0
"KR_5458837547",1
"KR_5513908355",1
"KR_5512072106",1
"KR_5507384302",0
"KR_5497469230",1
"KR_5509857441",1
"KR_5512199348",1
"KR_5517201636",0
"KR_5508707644",1
"KR_5506217656",0
"KR_5514188636",1
"KR_5488073723",0
"KR_5515107015",0
"KR_5493334004",1
"KR_5509372716",0
"KR_5517224050",0
"KR_5517224720",1
"KR_5507863798",1
"KR_5516227574",0
"KR_5516038080",0
"KR_5515086387",1
"KR_5501566949",1
"KR_5516187728",1
"KR_5514909824",0
"KR_5517232598",0
"KR_5512788039",1
"KR_5517216071",1
"KR_5502401021",1
"KR_5512150037",0
"KR_5517208259",0
"KR_5509491115",1
"KR_5511863107",0
"KR_5513253532",0
"KR_5502334404",1
"KR_5515815468",0
"KR_5511931146",1
"KR_5513831166",0
"KR_5513406918",1
"KR_5508661615",1
"KR_5503239149",0
"KR_5517624832",1
"KR_5508310185",1
"KR_5515818539",1
"KR_5414031168",0
"KR_5502645317",0
"KR_5481807368",0
"KR_5508353109",0
"KR_5484883791",1
"KR_5478559260",0
"KR_5508257849",0
"KR_5507492274",1
"KR_5506354227",1
"KR_5508630722",1
"KR_5506561963",0
"KR_5502415386",1
"KR_5419987529",0
"KR_5517680429",1
"KR_5230820313",1
"KR_5516595118",1
"KR_5511048018",1
"KR_5516226990",1
"KR_5515943888",0
"KR_5495590298",1
"KR_5516197557",1
"KR_5508893063",0
"KR_5510384313",1
"KR_5512463804",0
"KR_5516342120",1
"KR_5515831174",0
"KR_5516181585",0
"KR_5511227258",1
"KR_5517770185",0
"KR_5512459055",1
"KR_5510141370",1
"KR_5502187426",0
"KR_5398431916",1
"KR_5503184454",1
"KR_5515057427",1
"KR_5508737458",0
"KR_5485918628",0
"KR_5446896279",1
"KR_5505003864",0
"KR_5445957304",0
"KR_5511655122",1
"KR_5511522869",0
"KR_5517757153",0
"KR_5491140929",1
"KR_5515972602",0
"KR_5509713197",1
"KR_5517206657",0
"KR_5513677838",0
"KR_5511080687",0
"KR_5517763087",1
"KR_5514188257",0
"KR_5517442059",1
"KR_5517622855",1
"KR_5517273540",0
"KR_5515684370",0
"KR_5513046734",0
"KR_5512672138",0
"KR_5517310279",1
"KR_5512642529",1
"KR_5509211399",1
"KR_5513275200",0
"KR_5517056351",0
"KR_5516626988",0
"KR_5513494488",0
"KR_5512715507",0
"KR_5514168592",1
"KR_5504419353",0
"KR_5512865481",0
"KR_5459221398",1
"KR_5514567553",1
"KR_5456213601",0
"KR_5516203870",1
"KR_5499626552",0
"KR_5514153597",0
"KR_5452742739",1
"KR_5503625021",0
"KR_5499612602",0
"KR_5517473176",0
"KR_5509776129",0
"KR_5511234123",0
"KR_5508373066",0
"KR_5515625950",0
"KR_5507927003",0
"KR_5517279025",1
"KR_5442428192",0
"KR_5513514523",1
"KR_5490071191",0
"KR_5492685867",1
"KR_5500390623",1
"KR_5517109680",1
"KR_5491323377",0
"KR_5510786257",1
"KR_5517142874",0
"KR_5513957964",0
"KR_5507635382",1
"KR_5509669851",0
"KR_5517803101",1
"KR_5517751342",1
"KR_5516230536",1
"KR_5491273966",1
"KR_5514855568",0
"KR_5435349113",1
"KR_5508701858",1
"KR_5517128195",0
"KR_5517578176",0
"KR_5506318666",0
"KR_5505925321",0
"KR_5508476391",1
"KR_5487548440",1
"KR_5517342485",1
"KR_5494498442",1
"KR_5488652407",1
"KR_5488026432",0
"KR_5500347998",1
"KR_5512683058",0
"KR_5513435102",1
"KR_5516637468",0
"KR_5515701461",0
"KR_5517703516",1
"KR_5515963874",1
"KR_5516552406",0
"KR_5516171589",1
"KR_5517494047",1
"KR_5516101393",1
"KR_5505649037",0
"KR_5480724161",0
"KR_5512377548",1
"KR_5515920297",0
"KR_5516552855",1
"KR_5512059144",0
"KR_5517218684",1
"KR_5503811153",0
"KR_5514973703",1
"KR_5517555259",0
"KR_5506882873",1
"KR_5438354331",0
"KR_5448680625",0
"KR_5501680463",1
"KR_5498653788",1
"KR_5492496029",0
"KR_5503688381",1
"KR_5436820748",1
"KR_5507006006",1
"KR_5494940094",0
"KR_5517307587",1
"KR_5517242244",0
"KR_5511289164",1
"KR_5517782723",0
"KR_5513057062",1
"KR_5517211185",0
"KR_5517502603",1
"KR_5515148138",1
"KR_5517289793",1
"KR_5515286490",0
"KR_5515803836",0
"KR_5515311791",1
"KR_5517120000",0
"KR_5508670060",0
"KR_5517425761",1
"KR_5517381106",1
"KR_5516042996",0
"KR_5511883413",0
"KR_5516377120",1
"KR_5516387114",1
"KR_5513502481",0
"KR_5516181375",0
"KR_5517227423",1
"KR_5517460463",0
"KR_5517624257",0
"KR_5515188162",1
"KR_5515220991",0
"KR_5515221635",0
"KR_5515049686",1
"KR_5517631265",1
"KR_5510092564",0
"KR_5508381596",0
"KR_5517328470",0
"KR_5513622823",0
"KR_5516348546",1
"KR_5516206885",1
"KR_5514531761",1
"KR_5517800506",1
"KR_5492492105",0
"KR_5516814369",1
"KR_5508736703",0
"KR_5483860627",0
"KR_5492732276",1
"KR_5354915911",0
"KR_5515824358",0
"KR_5422977666",1
"KR_5517228923",0
"KR_5492279524",0
"KR_5497126546",1
"KR_5517383931",0
"KR_5517866897",0
"KR_5516972411",1
"KR_5517275648",0
"KR_5511443823",1
"KR_5513172811",1
"KR_5517627636",1
"KR_5517727381",1
"KR_5517535715",1
"KR_5503192574",1
"KR_5513709940",1
"KR_5515215114",0
"KR_5508609042",1
"KR_5515688009",1
"KR_5516858229",1
"KR_5511528434",0
"KR_5509978496",1
"KR_5517540292",0
"KR_5514680434",0
"KR_5515653885",1
"KR_5515235885",1
"KR_5513921071",0
"KR_5517560557",1
"KR_5509870184",1
"KR_5517811528",1
"KR_5507868684",1
"KR_5511201094",0
"KR_5513204185",1
"KR_5504740445",0
"KR_5508623307",0
"KR_5517425374",0
"KR_5517137478",1
"KR_5513011166",1
"KR_5517474974",1
"KR_5517387810",0
"KR_5517590813",0
"KR_5512661707",1
"KR_5513631346",1
"KR_5507042450",1
"KR_5510015003",1
"KR_5511635568",0
"KR_5513814866",1
"KR_5509858269",1
"KR_5516825060",1
"KR_5514877658",1
"KR_5514736759",0
"KR_5515030581",0
"KR_5509798854",1
"KR_5501111573",0
"KR_5513890866",0
"KR_5508424356",1
"KR_5515158572",1
"KR_5485309435",0
"KR_5517844483",1
"KR_5513177807",1
"KR_5517129720",0
"KR_5507176672",1
"KR_5517340063",1
"KR_5507393104",1
"KR_5517803892",0
"KR_5514199425",1
"KR_5515969502",0
"KR_5517819051",1
"KR_5517746265",0
"KR_5448907534",1
"KR_5515241639",1
"KR_5510897369",0
"KR_5502368708",1
"KR_5517178385",0
"KR_5512101164",1
"KR_5517300058",0
"KR_5504874155",1
"KR_5510157748",1
"KR_5515282364",1
"KR_5508671980",0
"KR_5514526250",0
"KR_5508799721",0
"KR_5508932664",1
"KR_5515978460",1
"KR_5513546604",0
"KR_5505519669",0
"KR_5517839919",1
"KR_5515995232",1
"KR_5513264914",1
"KR_5508592704",0
"KR_5515465633",1
"KR_5507683021",0
"KR_5508197206",1
"KR_5508148386",0
"KR_5478723162",0
"KR_5517431235",1
"KR_5517332400",0
"KR_5512574146",1
"KR_5508536887",1
"KR_5517490666",1
"KR_5511214699",1
"KR_5515166649",1
"KR_5516838268",1
"KR_5500327203",1
"KR_5516128128",1
"KR_5517234691",1
"KR_5517167014",0
"KR_5515115494",1
"KR_5498430650",1
"KR_5513850356",1
"KR_5510905629",1
"KR_5496789467",1
"KR_5508556084",0
"KR_5510412818",0
"KR_5491462895",0
"KR_5517567192",1
"KR_5517507345",0
"KR_5517524709",0
"KR_5517808683",0
"KR_5515997755",0
"KR_5510091511",1
"KR_5516776361",0
"KR_5516167080",0
"KR_5514163837",0
"KR_5515811589",1
"KR_5517698000",1
"KR_5455319963",1
"KR_5511305136",1
"KR_5513399561",1
"KR_5513160055",1
"KR_5515291566",0
"KR_5105180497",1
"KR_5514879572",1
"KR_5506545178",1
"KR_5484784438",1
"KR_5508201895",0
"KR_5515065519",0
"KR_5515177000",0
"KR_5512481360",0
"KR_5517804410",1
"KR_5514149903",0
"KR_5517559880",1
"KR_5513874699",0
"KR_5517339093",0
"KR_5514738516",0
"KR_5515116447",0
"KR_5503654895",0
"KR_5509993054",1
"KR_5517461074",1
"KR_5515303790",1
"KR_5517377635",0
"KR_5517248435",0
"KR_5516375298",0
"KR_5511473226",0
"KR_5495842963",1
"KR_5517209250",1
"KR_5513362241",0
"KR_5515801849",1
"KR_5517435066",1
"KR_5511928647",1
"KR_5514464720",1
"KR_5511546460",0
"KR_5517848836",1
"KR_5506887635",1
"KR_5500562800",1
"KR_5488602972",1
"KR_5513084138",0
"KR_5497102026",1
"KR_5517636215",1
"KR_5517178460",1
"KR_5501040954",1
"KR_5511037963",0
"KR_5485196762",0
"KR_5508941244",1
"KR_5497498364",0
"KR_5517097313",1
"KR_5507123917",0
"KR_5517292581",1
"KR_5498130871",1
"KR_5504551997",0
"KR_5517690825",1
"KR_5517777783",0
"KR_5517284170",1
"KR_5505645305",0
"KR_5515281434",0
"KR_5516478805",0
"KR_5510050896",0
"KR_5515115036",1
"KR_5511700595",0
"KR_5516991740",0
"KR_5512177217",0
"KR_5514720287",1
"KR_5514022372",1
"KR_5508583657",1
"KR_5517343855",0
"KR_5514993626",1
"KR_5463872196",0
"KR_5490314544",1
"KR_5516406094",0
"KR_5516975151",1
"KR_5515612881",0
"KR_5517213448",1
"KR_5441018067",1
"KR_5516406338",1
"KR_5495086330",0
"KR_5515823178",1
"KR_5513379627",1
"KR_5515240512",1
"KR_5517156959",0
"KR_5515154956",1
"KR_5516590199",0
"KR_5515174500",1
